Speccode,Species,Population,Season,Area,Propn.adults,Propn.immatures
RA,Razorbill,Flannan Islands,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Flannan Islands,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,Flannan Islands,winter (November and December),UK North Sea and Channel waters,0.1,0.05
RA,Razorbill,Flannan Islands,winter (November and December),UK western waters,0.4,0.1
RA,Razorbill,Forth Islands,migration seasons (August to October; and January to March),UK North Sea and Channel waters,1,0.9
RA,Razorbill,Forth Islands,migration seasons (August to October; and January to March),UK western waters,0,0.02
RA,Razorbill,Forth Islands,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,Forth Islands,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,Foula,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.95,0.9
RA,Razorbill,Foula,migration seasons (August to October; and January to March),UK western waters,0.05,0.05
RA,Razorbill,Foula,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,Foula,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,Fowlsheugh,migration seasons (August to October; and January to March),UK North Sea and Channel waters,1,0.9
RA,Razorbill,Fowlsheugh,migration seasons (August to October; and January to March),UK western waters,0,0.02
RA,Razorbill,Fowlsheugh,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,Fowlsheugh,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,France,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.01,0.02
RA,Razorbill,France,migration seasons (August to October; and January to March),UK western waters,0.05,0.05
RA,Razorbill,France,winter (November and December),UK North Sea and Channel waters,0.05,0.05
RA,Razorbill,France,winter (November and December),UK western waters,0.05,0.05
RA,Razorbill,Handa,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Handa,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,Handa,winter (November and December),UK North Sea and Channel waters,0.1,0.05
RA,Razorbill,Handa,winter (November and December),UK western waters,0.4,0.1
RA,Razorbill,Iceland,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.3,0.4
RA,Razorbill,Iceland,migration seasons (August to October; and January to March),UK western waters,0.3,0.4
RA,Razorbill,Iceland,winter (November and December),UK North Sea and Channel waters,0.1,0.2
RA,Razorbill,Iceland,winter (November and December),UK western waters,0.2,0.3
RA,Razorbill,Ireland,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Ireland,migration seasons (August to October; and January to March),UK western waters,0.1,0.1
RA,Razorbill,Ireland,winter (November and December),UK North Sea and Channel waters,0.01,0.02
RA,Razorbill,Ireland,winter (November and December),UK western waters,0.1,0.1
RA,Razorbill,Mingulay and  Berneray,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Mingulay and  Berneray,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,Mingulay and  Berneray,winter (November and December),UK North Sea and Channel waters,0.1,0.05
RA,Razorbill,Mingulay and  Berneray,winter (November and December),UK western waters,0.4,0.1
RA,Razorbill,North Caithness Cliffs,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.95,0.9
RA,Razorbill,North Caithness Cliffs,migration seasons (August to October; and January to March),UK western waters,0.05,0.05
RA,Razorbill,North Caithness Cliffs,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,North Caithness Cliffs,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,North Rona and  Sula Sgeir,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,North Rona and  Sula Sgeir,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,North Rona and  Sula Sgeir,winter (November and December),UK North Sea and Channel waters,0.1,0.05
RA,Razorbill,North Rona and  Sula Sgeir,winter (November and December),UK western waters,0.4,0.1
RA,Razorbill,Norway,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.2,0.5
RA,Razorbill,Norway,migration seasons (August to October; and January to March),UK western waters,0.1,0.3
RA,Razorbill,Norway,winter (November and December),UK North Sea and Channel waters,0.05,0.1
RA,Razorbill,Norway,winter (November and December),UK western waters,0.05,0.1
RA,Razorbill,Rathlin Island,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Rathlin Island,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,Rathlin Island,winter (November and December),UK North Sea and Channel waters,0.05,0
RA,Razorbill,Rathlin Island,winter (November and December),UK western waters,0.4,0.1
RA,Razorbill,Russia,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.05,0.1
RA,Razorbill,Russia,migration seasons (August to October; and January to March),UK western waters,0.05,0.1
RA,Razorbill,Russia,winter (November and December),UK North Sea and Channel waters,0.01,0.02
RA,Razorbill,Russia,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,Shiants,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Shiants,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,Shiants,winter (November and December),UK North Sea and Channel waters,0.1,0.05
RA,Razorbill,Shiants,winter (November and December),UK western waters,0.4,0.1
RA,Razorbill,Skomer and  Skokholm,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Skomer and  Skokholm,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,Skomer and  Skokholm,winter (November and December),UK North Sea and Channel waters,0.05,0
RA,Razorbill,Skomer and  Skokholm,winter (November and December),UK western waters,0.3,0.1
RA,Razorbill,St Abbs to Fast Castle,migration seasons (August to October; and January to March),UK North Sea and Channel waters,1,0.9
RA,Razorbill,St Abbs to Fast Castle,migration seasons (August to October; and January to March),UK western waters,0,0.02
RA,Razorbill,St Abbs to Fast Castle,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,St Abbs to Fast Castle,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,St Kilda,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,St Kilda,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,St Kilda,winter (November and December),UK North Sea and Channel waters,0.1,0.05
RA,Razorbill,St Kilda,winter (November and December),UK western waters,0.4,0.1
RA,Razorbill,Troup; Pennan and  Lions,migration seasons (August to October; and January to March),UK North Sea and Channel waters,1,0.9
RA,Razorbill,Troup; Pennan and  Lions,migration seasons (August to October; and January to March),UK western waters,0,0.02
RA,Razorbill,Troup; Pennan and  Lions,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,Troup; Pennan and  Lions,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,UK North Sea non-SPA colonies,migration seasons (August to October; and January to March),UK North Sea and Channel waters,1,0.9
RA,Razorbill,UK North Sea non-SPA colonies,migration seasons (August to October; and January to March),UK western waters,0,0.02
RA,Razorbill,UK North Sea non-SPA colonies,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,UK North Sea non-SPA colonies,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,UK Western non-SPA colonies,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,UK Western non-SPA colonies,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,UK Western non-SPA colonies,winter (November and December),UK North Sea and Channel waters,0.1,0.05
RA,Razorbill,UK Western non-SPA colonies,winter (November and December),UK western waters,0.3,0.1
RA,Razorbill,West Westray,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.95,0.9
RA,Razorbill,West Westray,migration seasons (August to October; and January to March),UK western waters,0.05,0.05
RA,Razorbill,West Westray,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,West Westray,winter (November and December),UK western waters,0.01,0.02
RH,Red-throated Diver,Caithness and  Sutherland,migration seasons (September-November and February-April),UK North Sea waters,0.95,0.8
RH,Red-throated Diver,Caithness and  Sutherland,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.2
RH,Red-throated Diver,Caithness and  Sutherland,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Caithness and  Sutherland,winter season (December and January),NW North Sea area,0.5,0.2
RH,Red-throated Diver,Caithness and  Sutherland,winter season (December and January),SW England and Channel area,0.02,0.05
RH,Red-throated Diver,Caithness and  Sutherland,winter season (December and January),SW North Sea area,0.2,0.3
RH,Red-throated Diver,Caithness and  Sutherland,winter season (December and January),West of Scotland area,0.05,0.1
RH,Red-throated Diver,Fennoscandia,migration seasons (September-November and February-April),UK North Sea waters,0.45,0.65
RH,Red-throated Diver,Fennoscandia,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.1
RH,Red-throated Diver,Fennoscandia,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Fennoscandia,winter season (December and January),NW North Sea area,0.01,0.01
RH,Red-throated Diver,Fennoscandia,winter season (December and January),SW England and Channel area,0.01,0.03
RH,Red-throated Diver,Fennoscandia,winter season (December and January),SW North Sea area,0.4,0.6
RH,Red-throated Diver,Fennoscandia,winter season (December and January),West of Scotland area,0,0.01
RH,Red-throated Diver,Foula,migration seasons (September-November and February-April),UK North Sea waters,0.95,0.8
RH,Red-throated Diver,Foula,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.2
RH,Red-throated Diver,Foula,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Foula,winter season (December and January),NW North Sea area,0.5,0.2
RH,Red-throated Diver,Foula,winter season (December and January),SW England and Channel area,0.02,0.05
RH,Red-throated Diver,Foula,winter season (December and January),SW North Sea area,0.2,0.3
RH,Red-throated Diver,Foula,winter season (December and January),West of Scotland area,0.05,0.1
RH,Red-throated Diver,Greenland,migration seasons (September-November and February-April),UK North Sea waters,0.08,0.15
RH,Red-throated Diver,Greenland,migration seasons (September-November and February-April),UK western watersplus Channel,0.25,0.6
RH,Red-throated Diver,Greenland,winter season (December and January),NW England and Wales area,0.1,0.3
RH,Red-throated Diver,Greenland,winter season (December and January),NW North Sea area,0.05,0.05
RH,Red-throated Diver,Greenland,winter season (December and January),SW England and Channel area,0.1,0.2
RH,Red-throated Diver,Greenland,winter season (December and January),SW North Sea area,0.02,0.05
RH,Red-throated Diver,Greenland,winter season (December and January),West of Scotland area,0.02,0.05
RH,Red-throated Diver,Hermaness; Saxavord,migration seasons (September-November and February-April),UK North Sea waters,0.95,0.8
RH,Red-throated Diver,Hermaness; Saxavord,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.2
RH,Red-throated Diver,Hermaness; Saxavord,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Hermaness; Saxavord,winter season (December and January),NW North Sea area,0.5,0.2
RH,Red-throated Diver,Hermaness; Saxavord,winter season (December and January),SW England and Channel area,0.02,0.05
RH,Red-throated Diver,Hermaness; Saxavord,winter season (December and January),SW North Sea area,0.2,0.3
RH,Red-throated Diver,Hermaness; Saxavord,winter season (December and January),West of Scotland area,0.05,0.1
RH,Red-throated Diver,Hoy,migration seasons (September-November and February-April),UK North Sea waters,0.95,0.8
RH,Red-throated Diver,Hoy,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.2
RH,Red-throated Diver,Hoy,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Hoy,winter season (December and January),NW North Sea area,0.5,0.2
RH,Red-throated Diver,Hoy,winter season (December and January),SW England and Channel area,0.02,0.05
RH,Red-throated Diver,Hoy,winter season (December and January),SW North Sea area,0.2,0.3
RH,Red-throated Diver,Hoy,winter season (December and January),West of Scotland area,0.05,0.1
RH,Red-throated Diver,Lewis Peatlands,migration seasons (September-November and February-April),UK North Sea waters,0.05,0.05
RH,Red-throated Diver,Lewis Peatlands,migration seasons (September-November and February-April),UK western watersplus Channel,0.95,0.8
RH,Red-throated Diver,Lewis Peatlands,winter season (December and January),NW England and Wales area,0.2,0.2
RH,Red-throated Diver,Lewis Peatlands,winter season (December and January),NW North Sea area,0.05,0.05
RH,Red-throated Diver,Lewis Peatlands,winter season (December and January),SW England and Channel area,0.1,0.2
RH,Red-throated Diver,Lewis Peatlands,winter season (December and January),SW North Sea area,0.05,0.05
RH,Red-throated Diver,Lewis Peatlands,winter season (December and January),West of Scotland area,0.4,0.2
RH,Red-throated Diver,Mointeach Scadabhaigh,migration seasons (September-November and February-April),UK North Sea waters,0.05,0.05
RH,Red-throated Diver,Mointeach Scadabhaigh,migration seasons (September-November and February-April),UK western watersplus Channel,0.95,0.8
RH,Red-throated Diver,Mointeach Scadabhaigh,winter season (December and January),NW England and Wales area,0.2,0.2
RH,Red-throated Diver,Mointeach Scadabhaigh,winter season (December and January),NW North Sea area,0.05,0.05
RH,Red-throated Diver,Mointeach Scadabhaigh,winter season (December and January),SW England and Channel area,0.1,0.2
RH,Red-throated Diver,Mointeach Scadabhaigh,winter season (December and January),SW North Sea area,0.05,0.05
RH,Red-throated Diver,Mointeach Scadabhaigh,winter season (December and January),West of Scotland area,0.4,0.2
RH,Red-throated Diver,Non-SPA UK North Sea,migration seasons (September-November and February-April),UK North Sea waters,0.95,0.8
RH,Red-throated Diver,Non-SPA UK North Sea,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.2
RH,Red-throated Diver,Non-SPA UK North Sea,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Non-SPA UK North Sea,winter season (December and January),NW North Sea area,0.5,0.2
RH,Red-throated Diver,Non-SPA UK North Sea,winter season (December and January),SW England and Channel area,0.02,0.05
RH,Red-throated Diver,Non-SPA UK North Sea,winter season (December and January),SW North Sea area,0.2,0.3
RH,Red-throated Diver,Non-SPA UK North Sea,winter season (December and January),West of Scotland area,0.05,0.1
RH,Red-throated Diver,Non-SPA UK western,migration seasons (September-November and February-April),UK North Sea waters,0.05,0.05
RH,Red-throated Diver,Non-SPA UK western,migration seasons (September-November and February-April),UK western watersplus Channel,0.95,0.8
RH,Red-throated Diver,Non-SPA UK western,winter season (December and January),NW England and Wales area,0.2,0.2
RH,Red-throated Diver,Non-SPA UK western,winter season (December and January),NW North Sea area,0.05,0.05
RH,Red-throated Diver,Non-SPA UK western,winter season (December and January),SW England and Channel area,0.1,0.2
RH,Red-throated Diver,Non-SPA UK western,winter season (December and January),SW North Sea area,0.05,0.05
RH,Red-throated Diver,Non-SPA UK western,winter season (December and January),West of Scotland area,0.4,0.2
RH,Red-throated Diver,Orkney Mainland Moors,migration seasons (September-November and February-April),UK North Sea waters,0.95,0.8
RH,Red-throated Diver,Orkney Mainland Moors,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.2
RH,Red-throated Diver,Orkney Mainland Moors,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Orkney Mainland Moors,winter season (December and January),NW North Sea area,0.5,0.2
RH,Red-throated Diver,Orkney Mainland Moors,winter season (December and January),SW England and Channel area,0.02,0.05
RH,Red-throated Diver,Orkney Mainland Moors,winter season (December and January),SW North Sea area,0.2,0.3
RH,Red-throated Diver,Orkney Mainland Moors,winter season (December and January),West of Scotland area,0.05,0.1
RH,Red-throated Diver,Otterswick and  Graveland,migration seasons (September-November and February-April),UK North Sea waters,0.95,0.8
RH,Red-throated Diver,Otterswick and  Graveland,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.2
RH,Red-throated Diver,Otterswick and  Graveland,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Otterswick and  Graveland,winter season (December and January),NW North Sea area,0.5,0.2
RH,Red-throated Diver,Otterswick and  Graveland,winter season (December and January),SW England and Channel area,0.02,0.05
RH,Red-throated Diver,Otterswick and  Graveland,winter season (December and January),SW North Sea area,0.2,0.3
RH,Red-throated Diver,Otterswick and  Graveland,winter season (December and January),West of Scotland area,0.05,0.1
RH,Red-throated Diver,Ronas Hill; North Roe,migration seasons (September-November and February-April),UK North Sea waters,0.95,0.8
RH,Red-throated Diver,Ronas Hill; North Roe,migration seasons (September-November and February-April),UK western watersplus Channel,0.05,0.2
RH,Red-throated Diver,Ronas Hill; North Roe,winter season (December and January),NW England and Wales area,0.02,0.05
RH,Red-throated Diver,Ronas Hill; North Roe,winter season (December and January),NW North Sea area,0.5,0.2
RH,Red-throated Diver,Ronas Hill; North Roe,winter season (December and January),SW England and Channel area,0.02,0.05
RH,Red-throated Diver,Ronas Hill; North Roe,winter season (December and January),SW North Sea area,0.2,0.3
RH,Red-throated Diver,Ronas Hill; North Roe,winter season (December and January),West of Scotland area,0.05,0.1
RH,Red-throated Diver,Rum,migration seasons (September-November and February-April),UK North Sea waters,0.05,0.05
RH,Red-throated Diver,Rum,migration seasons (September-November and February-April),UK western watersplus Channel,0.95,0.8
RH,Red-throated Diver,Rum,winter season (December and January),NW England and Wales area,0.2,0.2
RH,Red-throated Diver,Rum,winter season (December and January),NW North Sea area,0.05,0.05
RH,Red-throated Diver,Rum,winter season (December and January),SW England and Channel area,0.1,0.2
RH,Red-throated Diver,Rum,winter season (December and January),SW North Sea area,0.05,0.05
RH,Red-throated Diver,Rum,winter season (December and January),West of Scotland area,0.4,0.2
RS,Roseate Tern,Coquet Island,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,Coquet Island,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,1,0.6
RS,Roseate Tern,Coquet Island,migration seasons (August-September and late-April-May),Wales and west England waters,0,0
RS,Roseate Tern,Farne Islands,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,Farne Islands,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,1,0.6
RS,Roseate Tern,Farne Islands,migration seasons (August-September and late-April-May),Wales and west England waters,0,0
RS,Roseate Tern,Forth Islands,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,Forth Islands,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,1,0.6
RS,Roseate Tern,Forth Islands,migration seasons (August-September and late-April-May),Wales and west England waters,0,0
RS,Roseate Tern,Germany; Netherlands; Belgium,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0.001
RS,Roseate Tern,Germany; Netherlands; Belgium,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,0.05,0.1
RS,Roseate Tern,Germany; Netherlands; Belgium,migration seasons (August-September and late-April-May),Wales and west England waters,0,0.001
RS,Roseate Tern,Ireland,migration seasons (August-September and late-April-May),north and west Scottish waters,5.00E-04,0.003
RS,Roseate Tern,Ireland,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,0.002,0.003
RS,Roseate Tern,Ireland,migration seasons (August-September and late-April-May),Wales and west England waters,0.95,0.6
RS,Roseate Tern,Larne Lough,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,Larne Lough,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,0,0
RS,Roseate Tern,Larne Lough,migration seasons (August-September and late-April-May),Wales and west England waters,1,0.6
RS,Roseate Tern,North Norfolk Coast,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,North Norfolk Coast,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,1,0.6
RS,Roseate Tern,North Norfolk Coast,migration seasons (August-September and late-April-May),Wales and west England waters,0,0
RS,Roseate Tern,Solent and  Southampton Water,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,Solent and  Southampton Water,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,1,0.6
RS,Roseate Tern,Solent and  Southampton Water,migration seasons (August-September and late-April-May),Wales and west England waters,0,0
RS,Roseate Tern,UK North Sea non-SPA colonies,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,UK North Sea non-SPA colonies,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,1,0.6
RS,Roseate Tern,UK North Sea non-SPA colonies,migration seasons (August-September and late-April-May),Wales and west England waters,0,0
RS,Roseate Tern,UK western non-SPA colonies,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,UK western non-SPA colonies,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,0,0
RS,Roseate Tern,UK western non-SPA colonies,migration seasons (August-September and late-April-May),Wales and west England waters,1,0.6
RS,Roseate Tern,Ynys Feurig; Cemlyn Bay and  Skerries,migration seasons (August-September and late-April-May),north and west Scottish waters,0,0
RS,Roseate Tern,Ynys Feurig; Cemlyn Bay and  Skerries,migration seasons (August-September and late-April-May),UK East Coast and Channel waters,0,0
RS,Roseate Tern,Ynys Feurig; Cemlyn Bay and  Skerries,migration seasons (August-September and late-April-May),Wales and west England waters,1,0.6
TE,Sandwich Tern,Alde-Ore Estuary,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Alde-Ore Estuary,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Belgium,migration seasons (July-September and March-May),UK North Sea and Channel waters,0.1,0.1
TE,Sandwich Tern,Belgium,migration seasons (July-September and March-May),UK western waters,0.01,0.01
TE,Sandwich Tern,Carlingford Lough,migration seasons (July-September and March-May),UK North Sea and Channel waters,0,0
TE,Sandwich Tern,Carlingford Lough,migration seasons (July-September and March-May),UK western waters,1,0.7
TE,Sandwich Tern,Chichester and  Langstone Harb,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Chichester and  Langstone Harb,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Coquet Island,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Coquet Island,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Denmark,migration seasons (July-September and March-May),UK North Sea and Channel waters,0.1,0.1
TE,Sandwich Tern,Denmark,migration seasons (July-September and March-May),UK western waters,0.03,0.03
TE,Sandwich Tern,Duddon Estuary,migration seasons (July-September and March-May),UK North Sea and Channel waters,0,0
TE,Sandwich Tern,Duddon Estuary,migration seasons (July-September and March-May),UK western waters,1,0.7
TE,Sandwich Tern,Farne Islands,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Farne Islands,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Forth Islands,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Forth Islands,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Foulness,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Foulness,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Germany,migration seasons (July-September and March-May),UK North Sea and Channel waters,0.1,0.1
TE,Sandwich Tern,Germany,migration seasons (July-September and March-May),UK western waters,0.02,0.02
TE,Sandwich Tern,Ireland,migration seasons (July-September and March-May),UK North Sea and Channel waters,0,0
TE,Sandwich Tern,Ireland,migration seasons (July-September and March-May),UK western waters,0.3,0.3
TE,Sandwich Tern,Larne Lough,migration seasons (July-September and March-May),UK North Sea and Channel waters,0,0
TE,Sandwich Tern,Larne Lough,migration seasons (July-September and March-May),UK western waters,1,0.7
TE,Sandwich Tern,Loch of Strathbeg,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Loch of Strathbeg,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Morecambe Bay,migration seasons (July-September and March-May),UK North Sea and Channel waters,0,0
TE,Sandwich Tern,Morecambe Bay,migration seasons (July-September and March-May),UK western waters,1,0.7
TE,Sandwich Tern,Netherlands,migration seasons (July-September and March-May),UK North Sea and Channel waters,0.1,0.1
TE,Sandwich Tern,Netherlands,migration seasons (July-September and March-May),UK western waters,0.01,0.01
TE,Sandwich Tern,North Norfolk Coast,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,North Norfolk Coast,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Norway and  Sweden,migration seasons (July-September and March-May),UK North Sea and Channel waters,0.1,0.1
TE,Sandwich Tern,Norway and  Sweden,migration seasons (July-September and March-May),UK western waters,0.05,0.05
TE,Sandwich Tern,Solent and  Southampton Water,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Solent and  Southampton Water,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,Strangford Lough,migration seasons (July-September and March-May),UK North Sea and Channel waters,0,0
TE,Sandwich Tern,Strangford Lough,migration seasons (July-September and March-May),UK western waters,1,0.7
TE,Sandwich Tern,UK North Sea non-SPA colonies,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,UK North Sea non-SPA colonies,migration seasons (July-September and March-May),UK western waters,0,0
TE,Sandwich Tern,UK Western non-SPA colonies,migration seasons (July-September and March-May),UK North Sea and Channel waters,0,0
TE,Sandwich Tern,UK Western non-SPA colonies,migration seasons (July-September and March-May),UK western waters,1,0.7
TE,Sandwich Tern,Ynys Feurig; Cemlyn Bay,migration seasons (July-September and March-May),UK North Sea and Channel waters,0,0
TE,Sandwich Tern,Ynys Feurig; Cemlyn Bay,migration seasons (July-September and March-May),UK western waters,1,0.7
TE,Sandwich Tern,Ythan Estuary,migration seasons (July-September and March-May),UK North Sea and Channel waters,1,0.7
TE,Sandwich Tern,Ythan Estuary,migration seasons (July-September and March-May),UK western waters,0,0
